index,linkPoster,name,role,time,content,content_img,react_list,comment
615,No link,Người tham gia ẩn danh,Thành viên,7 tháng 9,Em là nữ muốn kiếm ngừ yêu chở đi dạo Đà nẵng ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
616,https://www.facebook.com/groups/1976889476160045/user/61558410909956/?__cft__[0]=AZVhQfaqEISP7JmbPVLKW33IxUAJPs6c-KtJeW1wE5Ujvr5cyHDzG3VlsGO282JcnBSh8BngOt9uWyd09RmXcfNfwposqBZFa8xgD988DFLsNvl7cSwXDjoBMcmeUOBG9jCYrAKyO7KqBpXXT9YZ_rzXdcXyYZD-EKrEx7gpAl1ZkFVIqQbz64jeA-D3Ujo5LbKc_a-BhFKpxuhBeKGTztH0&__tn__=-UC%2CP-R,Sinh Viên Sài Gòn Confessions,Quản trị viên,"Quản trị viên
   7 tháng 9",Bảo sao cứ than ế ,"{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/458494944_122140332848280363_8985197503137534693_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHspdSOYhqMD9ojDFeYK2QyDTinWbQgzIANOKdZtCDMgFrxjSZaqd2TexWmRYGNhairW5pojjl_yUoP5uQr7yai&_nc_ohc=YA-OzUuu7jMQ7kNvgFXouO4&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=Ayh0evaW0MUPuTQSdFgSYaZ&oh=00_AYA-Ivcjs0CQ7A5Cm6NHkJiunuITkZibEkZIgF5ispNPcQ&oe=673FB4E2', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/td0/1/16/1f602.png'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
617,No link,Người tham gia ẩn danh,Thành viên,7 tháng 9,Ứng tuyển bch đoàn trg thì thầy cô phỏng vấn về vấn đề gì ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
618,No link,Người tham gia ẩn danh,Thành viên,6 tháng 9,"Dạ ac khoá trên cho em hỏi cái này vì em là tsv nên không biết ạ. Tuần sau là tụi em bắt đầu đi học rồi nhưng hnay em lên check trên app uedsv thì thấy có thay đổi về tkb tuy nhiên trên web qlht thì không có thay đổi gì hết ạ. Vì app là em tự tìm hiểu để tải chứ chưa nghe thầy cô gth về app nên em k biết bây giờ nên nghe theo app hay web ạ, mong ac giải đáp cho em với, em cảm ơn ạ. Vì em cần biết tkb sớm để sắp xếp công việc ạ ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
619,https://www.facebook.com/groups/1976889476160045/user/100009419576405/?__cft__[0]=AZWbINT-wcPoJsSOB-c7CbGwQgoPzyTHHzG9RmWWI_ncJVumK5HIjMMux5tAfGzGOpcCjOB0Pcahctiq4N3Xf2e0DEDEE5bz2lRfsLSyP8Z0xCxpWwGobFQ4aeEax2-OeDZxnCkHa74_4_1wwzVeQ0gmf4wUUdpauIOh0dQaRfL7ssb3ZNrRi4HzX9a7vBbpSTPPQ31rgXDxSuKgtlgKj2Re&__tn__=-UC%2CP-R,An Nguyễn,Thành viên,6 tháng 9,"SIÊU KHUYẾN MÃI MIKAZUKI
ƯU ĐÃI SINH VIÊN CHỈ CÒN #150k đi ngay nè các bạn ơi

Liên hệ: 093 515 8829 Mr. An","{0: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/458629376_3875889859401628_3859164764335973296_n.jpg?stp=dst-jpg_p526x296_tt6&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGcoQK7OW5P-DJ4yNUDSFuZsFaFaVLoSPSwVoVpUuhI9FcPm6T2U0UP0VKOpMbcwmXFl9kDONXN4WolEM0fwO9_&_nc_ohc=nRAI_n5sJeoQ7kNvgEMcshV&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=A_k4BhCidvYiyXf6F5dHE8s&oh=00_AYCZ2AWH-22FhbvWJiWj7TOlx5HUwEgCAvuelWqx8LMRIA&oe=673F95E7', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t50/1/16/1f525.png', 2: 'https://static.xx.fbcdn.net/images/emoji.php/v9/tea/1/16/1f970.png', 3: 'https://static.xx.fbcdn.net/images/emoji.php/v9/tea/1/16/1f970.png', 4: 'https://static.xx.fbcdn.net/images/emoji.php/v9/tea/1/16/1f970.png'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
620,No link,Người tham gia ẩn danh,Thành viên,6 tháng 9,Sv năm nhất có nên đi làm thêm kh ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': '1', 'Buồn': 0, 'Phẫn nộ': 0}",No comment
621,No link,Người tham gia ẩn danh,Thành viên,6 tháng 9,"Cho e hỏi ngoài lề xíu, ai là hotboy, hotgirl của trường mình vậy ạ?",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
622,No link,Người tham gia ẩn danh,Thành viên,6 tháng 9,"Tsv về quê nghĩ lễ giờ bão ko vào lại trường được

Phải làm sao đây ạ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hoài Nhị', 'content': 'cũng nghĩ đến việc này'}]"
623,No link,Người tham gia ẩn danh,Thành viên,6 tháng 9,đi học mang dép được không ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
624,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,Học Văn Học nên mua máy tính nào ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
625,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,Mn cho em hỏi nhập sai mk trang qlht h kh đăng nhập vào được thì đến phòng nào của trường để được giúp ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
626,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,Mọi người cho mình hỏi là học bổng của trường mình sẽ xét theo tiêu chí nào vậy ạ? Và nhà trường tự xét từ trên xuống dưới theo khoa đúng không ạ?,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
627,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,"Nhảy hog đẹp, hát hog hay mà mún tham gia clb văn nghệ đc ko ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
628,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,Học NN nên dùng laptop gì?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
629,No link,Người tham gia ẩn danh,Thành viên,5 tháng 9,"Pass các giáo trình sau cho các em năm 1 ngành Giáo dục Tiểu học : 
Cơ sở Việt ngữ 1-2-3: mỗi quyển 15k 
Cơ sở toán học 1-2: mỗi quyển 18k
Tâm lý học sư phạm tiểu học : 4 quyển-60k
Nhập môn giáo dục tiểu học : 20k 
Văn học thiếu nhi : 18k
Giáo dục học tiểu học : 18k 
Cơ sở văn hóa Việt Nam : 18k
Pháp luật đại cương: 15k",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Quyên Bảo', 'content': 'Còn cơ sở toán học 1 k ạ'}]"
630,No link,Người tham gia ẩn danh,Thành viên,4 tháng 9,"Muốn tìm bạn gái, ế 3 năm gòy

Cùng nhau học thì quá OK",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '5', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khánh Phan', 'content': 'Mạnh dạn tag Huỳnh Thị Thu Luyến'}, {'name': 'Huỳnh Thị Thu Luyến', 'content': 'Khánh Phan ý là saoo z hè'}, {'name': 'Khánh Phan', 'content': 'Huỳnh Thị Thu Luyến ý là rứa đó c'}, {'name': 'Huỳnh Thị Thu Luyến', 'content': 'Khánh Phan đừng có gả c đi lung tung rứa =))))))'}, {'name': 'Khánh Phan', 'content': 'Huỳnh Thị Thu Luyến e mún c cobo thoi ma'}, {'name': 'bnhi丨ꪮৎ', 'content': 'mới 3 năm hoi mak'}]"
631,No link,Người tham gia ẩn danh,Thành viên,4 tháng 9,"""Mọi người nghĩ thế nào về tình yêu qua mạng..Liệu có ai đã quen nhau lâu dài nhờ mạng xã hội chưa ạ.., em có quen được 1 anh qua dating, anh ý khá tốt nhưng tốt quá mình lại sợ ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
632,No link,Người tham gia ẩn danh,Thành viên,4 tháng 9,"Cho em hỏi con trai nhắn tin quan tâm mình hằng ngày. Sáng bảo mình nt gọi nó dậy, trưa phải nhắc nó ngủ trưa tối phải bảo nó ngủ sớm. Mình đi chơi đâu nó cũng nt hỏi đi với ai mặc đồ gì, sao lại mặc quần ngắn thế. Up ảnh đi chơi vs bạn thì giở giọng ghen tuông này nọ như ny của nhau v. Thiếu mỗi bước tỏ tình thôi. nhưng đùng 1 phát hắn k ntin cho em nữa là ý gì ạ. Nghĩ ló kay đấy :))))",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': '3', 'Phẫn nộ': 0}","[{'name': 'Gấu Nâu', 'content': 'Quánh đòn tâm lí cuối cùng đóa ạ'}, {'name': 'Quỳnh Lê', 'content': 'Hoàng Thị Kim Tuyến cần 1 bài học từ bạn này mới sáng đc con mắt'}, {'name': 'Hoàng Thị Kim Tuyến', 'content': 'Quỳnh Lê kệ nó đi em, hơi đâu để ý mấy đứa con trai'}, {'name': 'Nguyễn Thư', 'content': 'La Vi vào việc'}, {'name': 'Vi La', 'content': 'Nguyễn Thư trap chắc luôn'}]"
633,No link,Người tham gia ẩn danh,Thành viên,4 tháng 9,có ai ở QN không ạ cho mình làm quen đi,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hồ Thị Diệu Hương', 'content': 'Quảng Ngãi hay Quảng Nam ạ'}]"
634,https://www.facebook.com/groups/1976889476160045/user/61562893179181/?__cft__[0]=AZWAJutXRdjKWTWWLmybK_yfbcJEtVn_4Tj1a4CsWPTNpp8i9JkIbEgLivv3KwfKa8Fe2TzE7OqN5bmSigOCVEmAsWOoA1C3n7Prx4yq4QqArfcX0XxIriU9G3Op1IlqeNiYzSKxfmS2OKod_9-Vjj9RNKcoSWDxjU5cDh9umHIZJ1_DW7f5-aaiPX34t0XU2QiWN0Mf0rOdfFwEOUOHuh6g&__tn__=-UC%2CP-R,Chicken Alo,Thành viên,3 tháng 9,"Chiều ni mn ghé 215A âu cơ mua chân gà sốt thái nhé mn.
E mới chuyển địa điểm bán,nên mọi người lưu ý nhé.
Ko ghé dc cứ alo e e ship tận nơi.
Ngoài ra e có món  𝐊𝐢𝐦 𝐜𝐡𝐢  nhà làm.
Ai alo e luôn nhé.
1 hộp… Xem thêm","{0: 'https://scontent.fdad3-1.fna.fbcdn.net/v/t39.30808-6/457504034_122113609010429772_4986105028217508622_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=111&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEgYQQjD8Qi1ZNhzXmTrY1Y3Y-b27Xljtbdj5vbteWO1qFVxnxDryYCteISuTS3MiCY-pDog0P5oq8hGo2NXFEl&_nc_ohc=I7CgPYZ9j_YQ7kNvgFS6zJN&_nc_zt=23&_nc_ht=scontent.fdad3-1.fna&_nc_gid=AJJV_8idle3WFcRV_fcZCA5&oh=00_AYDEO4rBPShlc2lvn8YpG9tpcNBGdtAgfpyihKb3aGXlDQ&oe=673FCB77', 1: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/457805866_122113609052429772_6392710303448128085_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHR2tbKqbpnLS-f925EFuv8OUFv-1Wv5yg5QW_7Va_nKOyeXHxQ2tolz7xJU4KtXUH7MlHBG5vVVX_b1O9wgHUv&_nc_ohc=tJufBRzr8aUQ7kNvgFBRHMo&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AJJV_8idle3WFcRV_fcZCA5&oh=00_AYCAent4K743f7Xa4iwsjZnG3rjz0zWu_wSMcyW1uSZhnQ&oe=673FB8AF', 2: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/457662176_122113609022429772_8350627986484057725_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeE6VbaW7kSAqwSJXh43PCEbJGd670XWtAckZ3rvRda0B15M5jxLCKE7h3qLr21UrnigRQnmX5SrKY2hfOh8osR_&_nc_ohc=lEMHjd0bTAkQ7kNvgH8rrLe&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AJJV_8idle3WFcRV_fcZCA5&oh=00_AYDDyXZd0wDju7gkYtPTpZ7plZFoMSezgF71oW2hMC2nRw&oe=673FB396', 3: 'https://scontent.fdad3-5.fna.fbcdn.net/v/t39.30808-6/458383380_122113609040429772_2900255556810583623_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=107&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeGMDX3eAS5mgKxBmuJfUcGrMwT-QVSroVIzBP5BVKuhUsRtsTMuYjceLbX17rKqddkdy_H2nu3a6Xv1IPpvhM5t&_nc_ohc=RMI3CtM7GjIQ7kNvgFqCJGi&_nc_zt=23&_nc_ht=scontent.fdad3-5.fna&_nc_gid=AJJV_8idle3WFcRV_fcZCA5&oh=00_AYBVYK6IcWJm6hbjhxk87p_Zx6L70MKc4GzV_ZA5GwOI4w&oe=673FCA14'}","{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả Ib'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}, {'name': 'Chicken Alo', 'content': 'Tác giả'}]"
635,No link,Người tham gia ẩn danh,Thành viên,1 tháng 9,"Trường mình bao giờ được nghỉ tết và được nghỉ bao nhiêu ngày vậy ạ ,em nghe nói là có lịch rồi ạ",No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
636,No link,Người tham gia ẩn danh,Thành viên,1 tháng 9,"Dạ mng cho em hỏi là có những ngày e học cả ngày và buổi trưa e muốn ở lại trường thì trường mình có chỗ nào có thể ở lại buổi trưa để nghỉ ngơi không ạ?
Em cảm ơn mng",No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
637,No link,Người tham gia ẩn danh,Thành viên,1 tháng 9,Cần anh người yêu toán-tin ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
638,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,"Tsv hối hận khi k về quê quá
ktx vắng quá chời. Ai còn sót lại lại chơi đii",No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khánh Phan', 'content': 'Trần Bắc kìa e'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Khánh Phan kkk'}]"
639,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,Thấy mấy bạn về quê hết trơn còn tui nằm chèo queo ở trọ buồn ghê luôn,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment
640,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,Cách chấm dứt mối quan hệ mà mình ko ngại ai chỉ với.,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
641,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,"Thích một người nhưng không nói liệu có sai? Cảm giác rung động từ cái nhìn đầu tiên khi thấy cậu mình thật sự không biết diễn tả như thế nào, nhưng cậu hoàn hảo quá làm mình thật sự không biết ngỏ lời từ đâu!",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
642,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,Em muốn kết bạn vs tất cả các anh chị trường mình.,No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '1', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Gà Bông', 'content': '.'}]"
643,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,Dạ cho e hỏi nếu tóc mik nhuộm xíu xíu có bị trường cấm ko ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
644,No link,Người tham gia ẩn danh,Thành viên,31 tháng 8,"có bạn nào học giáo dục thể chất 2 vào sáng thứ 7 không ạ, cho mình vô nhóm với",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
645,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,Ngày mai có bạn nào năm nhất đi shcd một mình không tụi mình đi cùng nè,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': ""Trang's Trang's"", 'content': 'có mình nè'}]"
646,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,"Mọi người ơi sắp trung thu rồi có thể cho mình xin *bí kíp* tán đổ crush k ạ. Mình đang thích 1 chị sinh năm 2003. Eo thề chị ấy xinh lắm, mà mình nhạt quá đi mất. Mình có kb với chị ấy trên fb nhiều lần đăng story để chị ấy chú ý mà chị xem xong cho mình ăn ngay quả bơ
. Có cách nào nhắn 1 phát xong làm người yêu được luôn k. Chứ mình thích chỉ quá chịu hết nổi rồi. Nt thì chỉ nói chỉ k cần ngiu. Phải làm sao đây ạ
. Mình muốn lái máy bay.",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
647,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,Trường mình có phát ny kh ạ?,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment
648,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,"Em sinh viên năm 2 của trường ạ em muốn hỏi mọi người là ""Yêu nhau có nhất thiết ngày nào cũng phải nhắn tin không và người nam phải luôn người chủ động đúng không ạ? "".Em xin hết",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment
649,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,Ai chỉ em cách đăng kí ktx vs ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
650,No link,Người tham gia ẩn danh,Thành viên,30 tháng 8,"nghỉ hè làm tôi nhớ trường nhớ lớp quá, tôi muốn đi học lại",No picture,"{'Thích': 0, 'Yêu thích': '2', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
651,No link,Người tham gia ẩn danh,Thành viên,29 tháng 8,Anh chị cho em hỏi lịch lên trường cho tsv với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
652,No link,Người tham gia ẩn danh,Thành viên,29 tháng 8,học sắp già rồi mà chưa có nỗi một cô người iu. ế đến bao giờ đây ?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '2', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
653,No link,Người tham gia ẩn danh,Thành viên,29 tháng 8,Cho em hỏi là đi học được mặc quận suông k ạ hay bắt buộc phải mặc quần tây đen ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Khánh Phan', 'content': 'E mặc đồ lịch sự là dc nhé'}]"
654,No link,Người tham gia ẩn danh,Thành viên,29 tháng 8,Topic: REVIEW về trường đi nào mọi người,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
655,https://www.facebook.com/groups/1976889476160045/user/100074569300179/?__cft__[0]=AZX0sEscVqhrDAye4iOh2FeyAipUmmb-UWYnwPBaNOIw-eAtX7xC1SlT_i-UcGisyIoq75l6mtVVzrhlOkZNrUqTo4P_Q3IEWzdZTg6rCcowh-ubNkfgk5s4rw1pQMWu9Dy7gNPZm4hBOPN50qHkjJJv4EO9jLN4drWaKTgSfDF11sKRBRh_8pVMiXwbucfd5LA&__tn__=-UC%2CP-R,Mai Hoàng,Thành viên,28 tháng 8,"Mình cần tìm bạn nữ học hộ. Học thứ 7, chủ nhật. Phí 250k hoặc có thể thương lượng!
Mình dùng acc clone để đăng! Bạn nào giúp được ib cho mình nhé! Cảm ơn!
Nhờ ad duyệt bài giúp ạ!",No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
656,No link,Người tham gia ẩn danh,Thành viên,28 tháng 8,Cho em hỏi truờng mình có clb âm nhạc hay nhạc cụ nào ko ạ. Em đg tính tham gia nhma ch biết ạ.,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
657,No link,Người tham gia ẩn danh,Thành viên,28 tháng 8,"Trường mình có tổ chức giải bóng đá cho nam không ạ, nếu có thì khoảng thời gian nào vậy ạ. Em cảm ơn ạ.",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Văn Duy', 'content': 'Bạn có team ko đá với team mình nè'}]"
658,No link,Người tham gia ẩn danh,Thành viên,28 tháng 8,"Anh chị cho em hỏi trường UED mình có xét đánh giá năng lực thành phố HCM không ạ.(Tại vì khi em search thì em chỉ thấy năm 2023 mới có điểm chuẩn đgnl HCM nhưng lại không có các ngành sư phạm ,2024 thì chỉ có điểm chuẩn đgnl đại học sư phạm hà nội).Với lại em nghe nói học bên sư phạm  là thi đgnl bên đại học sư phạm hà nội mới được à mn.",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
659,No link,Người tham gia ẩn danh,Thành viên,28 tháng 8,Cho em hỏi là có anh chị nào pass giáo trình các môn này k ạaa,{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/457279071_910743924425500_1956858108180092567_n.jpg?stp=dst-jpg_s720x720&_nc_cat=104&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeHQmDu9z985rbm9WZPlBeFEvZXVzYCahKG9ldXNgJqEoTzs1cnQvc-FpxhKdVx8X3CoTj3kfcFRqZNJSaK3sq5T&_nc_ohc=_au6pgif71sQ7kNvgH_7tPQ&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=AfTiSs5F02vgNpR4lttnMJG&oh=00_AYC45TRGM29ZwzFzXTZ8bPsRt8HIVMW9IyQ7j9I1XkJmcA&oe=673FC219'},"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
660,No link,Người tham gia ẩn danh,Thành viên,27 tháng 8,Bhyt mih ra chỗ khám trên ds xong kê khai lại ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
661,No link,Người tham gia ẩn danh,Thành viên,26 tháng 8,Mình pass giáo trình năm nhất của GDTh ai cần. Mình ib ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ks Tuee', 'content': 'Ib ạ'}]"
662,No link,Người tham gia ẩn danh,Thành viên,26 tháng 8,Năm nhất lịch học chính thức sao vậy ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
663,No link,Người tham gia ẩn danh,Thành viên,26 tháng 8,Có ai lụm được cái thẻ xe chiều hôm 26/8 ko ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment
